Claimant ZIP,Employer ZIP,Case,Filed,Status,Employer,Amount Demanded,Amount Resolved,Closed,Industry
60656,60070,15-A00462,2015-05-14,Fully Paid,APLUS JANITORIAL SERVICES,112,,,Cleaning Services - Home & Office
60123,60143,15-A00463,2015-05-04,Dismissed,GULF EAGLE SUPPLY,,,2015-09-07,
60614,60618,15-A00465,2015-05-18,Dismissed,ONQPI PROTECTIVE SERVICES,,,2016-05-06,
60647,60647,15-A00466,2015-05-12,Dismissed,K & A COIN OPERATED LAUNDROMAT,,,2015-12-01,
60139,60133,15-A00467,2015-05-28,Dismissed,"VIP LIMO SERVICE, INC",,,2015-08-31,
60608,60657,15-A00468,2015-05-11,Fully Paid,S & G RESTAURANT,3756.67,,,Restaurant
60632,60632,15-A00469,2015-05-22,Dismissed,LA FIESTA RESTAURANT,,,2016-02-29,
60623,60804,15-A00470,2015-05-18,Dismissed,YAQUI BAKERY INC,,,2016-02-29,
53143,60616,15-A00471,2015-05-20,Dismissed,WINDWARD FARM LIMITED PARTNERSHIP,,,2016-02-11,Aerospace
60637,60637,15-A00473,2015-05-11,Dismissed,KING DR. FOOD MART,,,2016-09-02,"Food, Beverage & Tobacco"
60659,60804,15-A00474,2015-04-28,Dismissed,CROWN LOGISTICS,,,2015-08-14,Transportation
60619,60620,15-A00475,2015-05-21,Dismissed,BEAUTY CORP SISTA BEAUTY,,,2016-08-01,Consumer Products
60431,60491,15-A00476,2015-07-13,Dismissed,BIG R STORES,,,2015-08-26,
60609,60053,15-A00477,2015-07-13,Fully Paid,INPAX SHIPPING SOLUTIONS,,,2016-05-13,
60544,60441,15-A00478,2015-07-13,Dismissed,O'NEIL FUNERAL HOME,,,2015-08-03,
60408,60462,15-A00479,2015-07-13,Dismissed,DAVE & BUSTERS,,,2015-08-19,
62040,62040,15-A00480,2015-05-27,Dismissed,BEST WESTERN PLUS PONTOON BEACH,,,2016-07-01,Lodging/Hospitality
61761,61704,15-A00482,2015-07-08,Dismissed,MIDWEST MAILING AND SHIPPING,,,2016-05-12,Service
62526,61603,15-A00483,2015-07-14,Dismissed,YORKSHIRE TOWNHOMES,,,2015-09-07,
62040,62250,15-A00484,2015-07-27,Dismissed,BEELMAN TRUCKING,,,2015-11-12,Transportation
60428,60608,15-A00485,2015-05-04,Fully Paid,MONTERREY SECURITY CONSULTANTS INC,850.5,,2017-02-23,Security Company
60617,60426,15-A00486,2015-05-13,Fully Paid,PARK VIEW MOTEL,416.67,,2016-08-23,Lodging/Hospitality
60303,60803,15-A00487,2015-04-10,Dismissed,AMERICAN HERITAGE PROTECTION SERVICE,,,2016-07-13,Security Company
60433,60440,15-A00488,2015-05-23,Dismissed,IFCO SYSTEM,,,2016-06-27,Cleaning Services - Home & Office
60544,07605,15-A00489,2015-05-28,Dismissed,INFOCROSSING,,,2016-04-28,Service
60067,60473,15-A00490,2015-05-27,Dismissed,J. F. FREIGHT  CO.,,,2016-08-03,Transportation
60004,60004,15-A00491,2015-05-04,Dismissed,EGS TOWING & AMERICAN & FOREIGN CAR CLINIC,,,2015-12-15,
60176,60106,15-A00492,2015-05-15,Fully Paid,MASTER SAFETY INC,2268.3,,,
60193,60172,15-A00493,2015-06-15,Dismissed,REDLINE AUTOMOTIVE,,,2016-06-28,
60615,60632,15-A00494,2015-07-14,Fully Paid,GREATER CHICAGO FOOD DEPOSITORY,424.44,,2016-07-20,
60542,60188,15-A00495,2015-05-23,Dismissed,M&M RENTALS SPECIAL EVENTS,,,2015-12-24,
60014,60104,15-A00496,2015-06-02,Dismissed,OAKLEY STEEL PRODUCTS,,,2015-09-30,Transportation
60104,44133,15-A00497,2015-05-12,Dismissed,UNITED FREIGHT LINE,,,2016-01-28,Transportation
61064,61021,15-A00499,2015-05-11,Dismissed,S & R Siam Corp / dba: Touch of Thai Restaurant,,,2016-09-19,Restaurant
60443,60423,15-A00500,2015-05-04,Dismissed,AMERICAN HANDYMAN CORP.,,,2015-09-07,Construction/Landscaping
60160,60641,15-A00501,2015-05-14,Dismissed,MIKE ANDERSON CHEVROLET,,,2015-08-14,
60656,60093,15-A00502,2015-05-11,Dismissed,JKL CONSTRUCTION,,,2016-02-11,Construction/Landscaping
60651,60639,15-A00503,2015-04-07,Dismissed,WALMART (STORE #5617),,,2016-11-28,
20164,,15-A00504,2015-04-20,Dismissed,GEORGE MELENDEZ,,,2016-02-10,
60085,60035,15-A00505,2015-05-15,Fully Paid,INMAN GLASS DBA THE GLASS MAN,565,,2016-03-18,Service
60084,60085,15-A00506,2015-05-18,Dismissed,COMMUNITY ACTION PARTNERSHIP OF LAKE COUNTY,,,2015-08-31,
60025,60025,15-A00507,2015-04-16,Fully Paid,SONIA SANDWICHES LTD,221.88,,2016-06-10,Restaurant
11355,60048,15-A00508,2015-05-06,Dismissed,THAI NOODLES CAFE,,,2015-10-24,
60002,60073,15-A00509,2015-05-01,Dismissed,SAE CUSTOMS INC,,,2016-06-16,Automotive
60085,60035,15-A00510,2015-06-01,Dismissed,RESTRUTCION GENERAL CONTRACTORS LLC,,,2016-05-25,Construction/Landscaping
60609,60084,15-A00511,2015-07-14,Dismissed,LACOSTA FACILITY SUPPORT SERVICES,,,2015-10-16,
60827,60453,15-A00512,2015-04-06,Dismissed,QUALITY CLEANING SOLUTIONS,,,2016-09-02,Cleaning Services - Home & Office
49938,60118,15-A00513,2015-04-29,Dismissed,DRAGON GRILL BUFFET,,,,
60613,60613,15-A00514,2015-05-15,Dismissed,THRESHOLDS,0,,2016-06-13,Health Care
60804,60525,15-A00515,2015-04-15,Dismissed,GREAT CLIPS (ALPINE CUTS),0,,2016-04-01,
60632,60025,15-A00516,2015-05-06,Fully Paid,PRIME BUILDING CONSTRUCTION AND REMODELING,983.06,,2016-05-09,
62034,58118,15-A00517,2015-05-15,Dismissed,DUFRENSE SPENCER GROUP DBA ASHLEY FURNITURE,,,2016-01-14,
62206,63129,15-A00518,2015-05-05,Dismissed,MASTERCARE STAFFING ,,,2015-12-02,Health Care
52001,61025,15-A00519,2015-01-13,Dismissed,CREOLA'S RESTAURANT,,,2015-08-11,Restaurant
62841,62948,15-A00520,2015-04-03,Fully Paid,FAMILY LAWN CARE,2191.08,,2016-03-09,Construction/Landscaping
60506,60543,15-A00521,2015-07-16,Dismissed,NEW LIFE,,,2016-05-11,Service
60653,60607,15-A00522,2015-07-16,Dismissed,ARISTA FOODS,,,,
60645,60659,15-A00523,2015-07-20,Dismissed,"Indian Garden, Inc.",,,2015-11-16,Restaurant
,60803,15-A00524,2015-07-22,Dismissed,American Nails,600,,2015-09-07,Service
61764,61764,15-A00525,2015-07-17,Dismissed,THORNTON'S,,,,
60609,60609,15-A00526,2015-07-20,Dismissed,VOLARE RESTAURANT,,,2015-08-20,
60625,60630,15-A00527,2015-07-21,Closed,ELLY'S PANCAKE HOUSE,,,2016-07-07,
60552,60531,15-A00528,2015-07-21,Dismissed,HITIDE BEACH AND CAMPGROUND,,,,
,61350,15-A00530,2015-07-30,Dismissed,"H20 Bar & Grill West, Inc.",,,2015-08-31,Restaurant
60634,60007,15-A00531,2015-07-29,Dismissed,ALLSTAR FASTENERS INC,,,,
61376,61081,15-A00532,2015-08-03,Closed,FOCUS SERVICES,,,2016-07-01,Call Centers
60605,60605,15-A00534,2014-08-04,Dismissed,Shark's Fish and Chicken,,,2016-10-04,Fast Food
62522,625551,15-A00535,2014-02-20,Dismissed,Sangamon Valley Community School Dist #9,,,2016-10-21,Education
60618,60625,15-A00536,2015-08-04,Dismissed,HILARY'S COOKIES,,,,
62501,62523,15-A00537,2015-08-04,Dismissed,HUSTON PATTERSON PRINTERS,,,,
61024,61102,15-A00538,2014-01-14,Dismissed,"Waldom Electronics, Inc.",,,,Electronics
,60647,15-A00539,2015-08-04,Fully Paid,Bubbleland Laundromat,,,2016-04-22,Laundry Services
60614,60619,15-A00540,2015-04-03,Dismissed,Shop-N-Save,,,2016-09-23,Grocery
60628,60619,15-A00541,2015-05-21,Fully Paid,Barnes Walton Dental,1147.14,,2016-03-09,Health Care
60098,60098,15-A00542,2015-04-08,Dismissed,Crossroads Care Center ,,,2016-09-13,Health Care
,60030,15-A00543,2015-06-22,Dismissed,Woody's Tree Service ,,,2016-05-11,Construction/Landscaping
,60605,15-A00544,2015-06-23,Dismissed,Zapatista Restaurant ,,,2016-10-31,Restaurant
60622,606018,15-A00545,2015-03-19,Dismissed,Chinese Friendship Restaurant,,,2016-05-03,Restaurant
60051,60031,15-A00546,2015-04-03,Dismissed,Gurnee Ford,,,2015-09-07,Automotive
53140,60002,15-A00547,2015-08-04,Dismissed,Raymond Chevrolet,,,2015-10-24,Automotive
60481,600451,15-A00548,2015-03-13,Dismissed,Star-Con,,,2015-08-26,Manufacturing
46406,60465,15-A00549,2015-04-09,Dismissed,Airport Auto Body Specialists ,,,2015-08-26,Aircraft
60618,60546,15-A00550,2015-04-11,Dismissed,Castle Buick GMC,,,2015-09-30,Automotive
60440,60563,15-A00551,2015-03-24,Dismissed,Sudzy Puppy,,,2015-09-07,Service
60466,60515,15-A00552,2015-05-28,Dismissed,Illinois Tollway,,,2016-03-17,Government
62948,62948,15-A00553,2015-06-01,Dismissed,Herrin Civic Center,,,2015-10-16,Government
62551,62523,15-A00554,2015-03-27,Dismissed,"Heavner, Beyers and Mihlar, LLC",,,2016-02-11,Financial Services
62024,62002,15-A00555,2015-04-20,Dismissed,"Midwest Auto Rental Services, Inc",100,,2016-03-23,Automotive
61607,61611,15-A00556,2015-03-27,Dismissed,Patton-Ring Truck Specialists,,,2016-05-03,Transportation
62712,62702,15-A00557,2015-04-10,Dismissed,"Jim Watts Electric, Inc",,,2015-11-20,Construction/Landscaping
62550,,15-A00560,2015-08-06,Dismissed,Waites Dry Cleaner,,,,
61616,,15-A00561,2015-08-06,Dismissed,Book Nook,,,,
60644,,15-A00562,2015-08-06,Dismissed,Danish 1 Line,,,,
49111,,15-A00563,2015-08-06,Dismissed,El Campesino Inc,,,,
62092,,15-A00564,2015-08-06,Dismissed,Willaim F Brockman Co,,,,
60632,,15-A00565,2015-08-06,Dismissed,Master Machine and Repair,,,,
60446,,15-A00566,2015-08-06,Dismissed,Rockford Xpress,,,,
62221,62226,15-A00567,2015-05-27,Dismissed,Olympika Restaurant Bar and Grille,,,2015-10-24,Restaurant
60503,60563,15-A00568,2015-08-11,Dismissed,"IFLY CHICAGO, NAPERVILLE",,,,
60621,,15-A00569,2015-06-23,Dismissed,RSK Enterprise,,,2016-11-08,Entertainment & Leisure
60070,60025,15-A00570,2015-05-26,Dismissed,Blufish Sushi Bistro and Grill,,,2016-04-06,Restaurant
62884,62884,15-A00571,2015-06-15,Fully Paid,"Southern Illinois Med Spec, LLC",529.2,,2016-10-20,Health Care
60661,60606,15-A00572,2015-06-16,Dismissed,Apartments.com,0,,2015-11-16,Service
60640,60139,15-A00573,2015-06-02,Dismissed,New China Buffet,,,2016-06-28,Restaurant
62690,62677,15-A00574,2015-06-10,Dismissed,JRS Trucking,,,2015-10-24,Transportation
60047,60047,15-A00575,2015-05-07,Dismissed,Dovenmuehle Mortgage,,,2015-12-09,Financial Services
60941,60941,15-A00576,2015-06-11,Dismissed,Herscher Restaurant and Pub,,,2016-03-04,Restaurant
62948,62959,15-A00577,2015-06-12,Dismissed,Addus Healthcare,,,2016-05-09,Health Care
62025,62221,15-A00578,2015-06-08,Dismissed,Breeze Hospice LLC,,,2016-08-01,Health Care
60101,60181,15-A00579,2015-06-17,Dismissed,Mickey's Linen,,,2016-03-04,Laundry Services
60624,,15-A00580,2015-06-05,Dismissed,"Florence Cleaning Svc, Inc",,,2015-10-16,Cleaning Services - Home & Office
,60623,15-A00581,2015-06-05,Dismissed,Bravo Communications,,,2016-11-28,Telecommunications
62920,62920,15-A00583,2015-06-12,Dismissed,"Anna Nursery, LLC",,,2015-12-28,Construction/Landscaping
60629,60803,15-A00585,2015-05-21,Dismissed,"Pro Source Granite, Inc",,,2016-04-28,Construction/Landscaping
67896,62896,15-A00586,2015-06-05,Dismissed,Rich's Appliance,,,2016-12-08,Electronics
60609,60608,15-A00587,2015-04-06,Dismissed,Blue Island Coin Laundry,,,2015-10-24,Laundry Services
60607,60607,15-A00588,2015-07-28,Dismissed,City of Chicago-Office of Emergency Management and Communications,,,2015-12-03,Government
60506,60506 ,15-A00589,2015-05-22,Dismissed,Taqueria Muniz,,,2015-11-18,Restaurant
60641,60053,15-A00590,2015-08-17,Dismissed,"Z-Gorski Construction, Inc",,,2016-03-29,Construction/Landscaping
,60085,15-A00591,2015-08-17,Dismissed,Cristo Rey St. Martin College Prep High School,,,2015-09-07,Education
60462,60462,15-A00592,2015-06-03,Dismissed,MOTOR TECHS OF ORLAND PARK,,,2015-09-07,Automotive
61111,61063,15-A00593,2015-06-03,Fully Paid,WINNEBAGO COUNTY FAIR ASSOCIATION,13012.56,,,Non-Profit
60641,,15-A00594,2015-04-24,Dismissed,Mother Clucker's Kitchen,,,,
60640,60618,15-A00596,2015-06-04,Dismissed,APART PIZZA,,,2015-12-19,
60140 ,60513,15-A00597,2015-06-10,Dismissed,"FLECK & UHLICH, LTD.",,,2015-09-07,Service
60647,60659,15-A00598,2015-07-02,Dismissed,PHOENIX TREE PUBLISHING,,,2016-06-17,
,60614,15-A00599,2015-07-02,Dismissed,PARTHENON RESTAURANT INC,0,,2016-02-18,Restaurant
61008,,15-A00600,2015-06-18,Dismissed,A&P GRAIN SYSTEMS,,,2016-03-08,
60616,60521,15-A00601,2015-06-03,Dismissed,WILD GINGER,,,2016-05-09,Restaurant
60618,60614,15-A00602,2015-08-12,Dismissed,PIER INC TWISTED LIZARD NAVY PIER,,,,
61108,61114,15-A00604,2015-08-12,Dismissed,GREENFIRE MARKET LLC,,,2015-10-08,
60077,60645,15-A00605,2015-08-18,Dismissed,COUNSEL FOR JEWISH ELDERLY,,,,
60542,60542,15-A00606,2015-08-19,Dismissed,BEST BUY,,,2015-11-02,
61484,,15-A00607,2015-05-29,Dismissed,River Bottom Tree Service ,,,,
60020,,15-A00608,2015-08-19,Dismissed,Annie McGrath Adler ,,,,
61364,,15-A00609,2015-05-18,Dismissed,Captain's Concrete ,,,,
61604,,15-A00610,2015-05-21,Dismissed,Smokin Notes BBQ,,,,
60640,,15-A00611,2015-04-30,Dismissed,CIG Management LLC & Honore Properties ,,,,
60482,60101,15-A00612,2015-08-11,Dismissed,"Premium Truck Repair and Parts, LLC",,,2016-02-11,Service
,60010,15-A00614,2015-08-27,Fully Paid,Fast Eddie's Car Wash and Detail Center,20459.18,,2016-03-22,Car Wash
,60062,15-A00616,2015-08-28,Fully Paid,Wood Structure Company,26778.75,,2015-11-03,Construction/Landscaping
46360,,15-A00617,2015-06-10,Dismissed,LINDA CONSTRUCTION,,,2015-09-23,Transportation
60031,60622,15-A00618,2015-08-24,Dismissed,MIDWAY BUILDING SERVICES,,,2015-09-30,Cleaning Services - Home & Office
46407,48334,15-A00619,2015-08-25,Dismissed,RHP STAFFING CO.,,,2016-10-11,Real Estate
60631,60714,15-A00620,2015-08-25,Dismissed,NILES PARK DISTRICT,,,2016-05-03,Non-Profit
60404,60505,15-A00622,2015-06-22,Dismissed,DUNKIN DONUTS,,,2015-10-24,
60188,86545,15-A00623,2015-09-24,Dismissed,MANPOWER,,,2016-05-06,Service
60193,60118,15-A00624,2015-06-22,Dismissed,ACT APPRAISAL,,,2015-10-24,Real Estate
60425,60411,15-A00625,2015-08-25,Dismissed,VACUDYNE,,,2015-09-30,Manufacturing
60628,60473,15-A00626,2015-06-29,Dismissed,"ICAN COMMUNITY SERVICES, INC NFP",,,2016-08-01,Health Care
60643,60463,15-A00627,2015-06-25,Dismissed,"RADIUS FOUNDATION, INCV",,,2016-06-27,Health Care
60505,60505,15-A00629,2015-06-29,Dismissed,MAGANA AUTO SALES,640,640,2016-06-03,Automotive
60107,,15-A00630,2015-06-19,Dismissed,STADT GROUP,6500,,2016-04-18,Construction/Landscaping
60643,60637,15-A00631,2015-08-26,Dismissed,UNIVERSITY OF CHICAGO ADULT EMERGENCY ROOM,,,,
60629,60653,15-A00632,2015-08-27,Dismissed,WALGREENS,3700,,2016-03-23,Retail & Wholesale
62205,62040,15-A00633,2015-06-30,Dismissed,ELITE FORCE LLC,,,2015-10-24,
61911,61911,15-A00634,2015-06-22,Dismissed,ARTHUR PARK DISTRICT,,,2016-10-27,Government
60629,,15-A00635,2015-05-11,Dismissed,ALLIED BARTON,,,2016-08-02,Security Company
62207,,15-A00636,2015-05-29,Dismissed,CRICKET WIRELESS,,,2015-12-23,Retail & Wholesale
60446,60527,15-A00639,2015-06-08,Dismissed,SAIA LTL FREIGHT,,,2015-09-30,Transportation
60625,60650,15-A00640,2015-06-15,Dismissed,ELLY'S PANCAKE HOUSE,,,2016-07-07,
60120,60564,15-A00641,2015-06-18,Dismissed,1-800-ASPHALT/PAVE SEAL AND STRIPE LLC,,,2016-08-19,Construction/Landscaping
60552,60531,15-A00642,2015-06-26,Dismissed,HITIDE BEACH AND CAMPGROUND,,,2015-10-24,Entertainment & Leisure
61913,30096,15-A00643,2015-06-01,Dismissed,NATIONAL CASH REGISTER (NCR),,,2016-12-13,
61438,61938,15-A00644,2015-06-18,Dismissed,CAMP NEW HOPE,,,2015-12-23,Non-Profit
62701,62701,15-A00645,2015-06-22,Fully Paid,PIONEER BUILDING MAINTENANCE INC,215,,2015-12-22,Cleaning Services - Home & Office
60957,60957,15-A00647,2015-08-19,Fully Paid,CITY OF PAXTON,974.31,,2016-10-10,Government
60649,,15-A00648,2015-06-24,Dismissed,JEWEL FOODS,,,,
60459,60638,15-A00649,2015-06-22,Dismissed,"UNITED PARCEL SERVICE, INC",,,,
,61073,15-A00650,2015-09-14,Fully Paid,"Wild Rhubarb And Bakery, Inc.",116.25,,2015-11-05,Restaurant
60707,60639,15-A00652,2015-09-11,Dismissed,"Newly Weds Foods, Inc",9230,,2016-03-23,"Food, Beverage & Tobacco"
60603,60647,15-A00653,2015-06-19,Dismissed,MTI Landscaping,,,,Construction/Landscaping
60632,60607,15-A00654,2015-06-18,Dismissed,Sun and Moon Catering,,,,Service
60448,6041,15-A00655,2015-06-17,Dismissed,Mike Anderson Chevrolet,,,,Automotive
60450,60431,15-A00656,2015-07-01,Dismissed,Turk Furniture Company ,,,2016-09-23,Consumer Products
60586,,15-A00657,2015-07-20,Dismissed,Aire Serv,,,,Service
60016,,15-A00658,2015-07-17,Dismissed,Healthcare Plus,,,,Health Care
60609,60619,15-A00659,2015-09-10,Dismissed,Big Sam,,,2016-06-17,Grocery
61701,62703,15-A00660,2015-07-01,Dismissed,Fuhrmann Engineering,,,2016-04-18,Construction/Landscaping
60586,60430,15-A00661,2015-07-01,Dismissed,Midas,,,2015-10-16,Automotive
86303,61851,15-A00663,2015-07-02,Dismissed,"WWCook, LLC DBA Drunken Goat ",,,2015-12-02,Restaurant
60013,60004,15-A00664,2015-07-22,Fully Paid,Center for Cosmetic and Reconstructive Surgery,60.69,,2016-10-10,Health Care
60191,60607,15-A00665,2015-07-08,Dismissed,El Oso Construction,,,2016-08-25,Construction/Landscaping
60612,10004,15-A00666,2015-07-06,Dismissed,"BCM Resources, LLC",,,2016-01-06,Telecommunications
60073,60603,15-A00667,2015-08-04,Dismissed,Northern Trust,,,2015-12-19,Financial Services
60406,60453,15-A00668,2015-07-08,Dismissed,First Call Cab,,,2016-04-01,Transportation
60628,60453,15-A00669,2015-07-09,Dismissed,Yog Sisters Transport,,,2016-06-16,Transportation
60073,60048,15-A00670,2015-07-13,Fully Paid,4 Paws Animal Hospital,1388.75,,2016-05-31,Service
60637,60659,15-A00671,2015-09-17,Dismissed,BARR MANAGEMENT,,,2015-10-08,
60657,60642,15-A00672,2015-09-23,Fully Paid,Grossinger City Toyota,5568.19,,2016-03-02,Automotive
61554,61554,15-A00673,2015-07-25,Fully Paid,Absolute Automotive,132.31,,2016-05-09,Automotive
60641,60640,15-A00674,2015-07-15,Dismissed,Joel Bernan Architecture and Design,,,2016-04-05,Service
60411,60409,15-A00675,2015-07-16,Dismissed,JJ Sausage Italian Beef,,,2016-06-14,Fast Food
60047,600014,15-A00676,2015-07-15,Dismissed,McDonald's ,,,2016-03-29,Fast Food
60015,60090,15-A00677,2015-07-16,Dismissed,Discount Heating and Cooling ,,,2015-11-02,Service
60172,60107,15-A00678,2015-06-25,Dismissed,"Los Fernandez Taqueria, Inc",,,2016-03-30,Real Estate
61571,61550,15-A00680,2015-07-15,Dismissed,Bob Grimm Buick-GMC d/b/a Lighthouse GM,,,2016-08-01,Automotive
60649,20705,15-A00681,2015-09-22,Dismissed,The Matworks ,1318.68,,2016-11-17,Cleaning Services - Home & Office
60473,60601,15-A00682,2015-07-23,Fully Paid,Chicago Kernel,,,2016-09-14,Fast Food
,60602,15-A00683,2015-09-23,Dismissed,Cumin Restaurant,,,2016-05-06,Restaurant
60465,60707,15-A00684,2015-09-23,Dismissed,"Envision Builders, LLC/Diamond Exteriors Solutions",,,2016-08-02,Construction/Landscaping
60453,60443,15-A00685,2015-07-20,Dismissed,8 Aces Dry Wall Corp,,,2016-04-25,Construction/Landscaping
61108,61107,15-A00686,2015-08-10,Dismissed,Napleton Auto Werks,,,2015-09-30,Automotive
60154,47951,15-A00687,2015-07-21,Dismissed,Koch Steel Erectors,,,2016-03-17,Construction/Landscaping
61108,54669,15-A00688,2015-07-22,Dismissed,Hot Line Freight,,,2015-09-30,Transportation
46411,60438,15-A00689,2015-07-22,Fully Paid,"NB Coatings, Inc",305.08,,2016-09-13,Manufacturing
60620,60604,15-A00690,2015-07-06,Dismissed,Sedgwick CMS,,,2016-09-28,Financial Services
60164,60131,15-A00692,2015-09-23,Fully Paid,Sure Staff,,,2015-12-19,Service
60625,60068,15-A00693,2015-07-29,Dismissed,Castle Rock Builders ,,,2016-07-07,Construction/Landscaping
60901,60914,15-A00694,2015-07-24,Fully Paid,Harris Rebar,,,2016-05-03,Construction/Landscaping
61571,60462,15-A00695,2015-07-16,Dismissed,Kepro,,,2016-05-03,Health Care
61880,61874,15-A00697,2015-07-22,Dismissed,Honda BMW of Champaign,,,2015-10-24,Automotive
60659,60712,15-A00699,2015-07-27,Dismissed,Onsite Healthcare ,0,,2016-04-18,Health Care
60155,60515,15-A00701,2015-07-29,Dismissed,Sudsational  Car Wash,,,2016-07-12,Car Wash
606642,60304,15-A00703,2015-07-31,Dismissed,"Blocks, 24 hour Childcare Center",,,2016-06-29,Service
61103,61112,15-A00704,2015-07-31,Dismissed,Lou Bachrodt Inc.,,,2015-10-24,Automotive
46303,60463,15-A00705,2015-07-30,Dismissed,MVP Landscaping,,,2016-05-31,Construction/Landscaping
60018,60010,15-A00706,2015-07-30,Fully Paid,Rolling Oaks Farm,10689.97,,2016-08-09,Consulting
32162,60007,15-A00707,2015-07-31,Dismissed,"GD Trucking Express, Inc",,,2015-10-24,Transportation
,62223,15-A00708,2015-07-31,Dismissed,StoneyBrooke Academy of Early Learning ,,,2016-03-14,Education
60450,61301,15-A00709,2015-07-31,Dismissed,"Pipe Vision Products, Inc",,,2016-08-12,Service
63024,62024,15-A00710,2015-09-28,Dismissed,GLOBAL BRASS AND COPPER,,,,
62864,62864,15-A00711,2015-09-29,Dismissed,WATERKOTTE HARLEY DAVIDSON,,,,
60639,60607,15-A00712,2015-10-06,Dismissed,Polk Street Pub,,,2016-01-24,Restaurant
60629,60101,15-A00713,2015-10-05,Dismissed,WEHRLI GENERAL CONTRACTING,0,,2016-08-04,Service
60110,60185,15-A00714,2015-10-05,Dismissed,ADAVANCE AUTO PARTS,,,,Automotive
60099,60099,15-A00715,2015-10-07,Dismissed,TRAVEL CENTERS OF AMERICA,,,2015-12-03,
60652,60154,15-A00716,2015-06-29,Dismissed,G45 Security Solutions,,,2016-09-29,Security Company
60630,60654,15-A00717,2015-07-20,Dismissed,American Transportation Flex,,,2016-01-14,Transportation
60139,60188,15-A00718,2015-08-12,Fully Paid,Unifab Manufacturing Inc,21689.03,,2017-01-25,Manufacturing
60506,60506,15-A00719,2015-07-17,Dismissed,Dreyer Medical Clinic-Advocate Health Care,,,2016-04-18,Health Care
60684,60804,15-A00720,2015-08-04,Dismissed,ASAP,,,2016-03-29,Chemical
60639,60061,15-A00721,2015-08-04,Dismissed,"Benchmarc Display, Inc",,,2016-03-10,Manufacturing
60133,60010,15-A00722,2015-08-04,Fully Paid,LB Andersen and Co ,3798.38,,2016-05-11,Real Estate
60621,60652,15-A00723,2015-08-04,Dismissed,Krispy's Seafood and Chicken,,,2016-10-04,Fast Food
61455,61455,15-A00725,2015-08-05,Fully Paid,El Rancherito,22.55,,2016-06-16,Restaurant
61801,61820,15-A00726,2015-08-05,Dismissed,Layalina Mediterranean Grill,,,2016-01-21,Restaurant
60512,60014,15-A00727,2015-08-06,Dismissed,"Gallant Contruction Co, Inc",,,2016-02-17,Construction/Landscaping
62468,62428,15-A00728,2015-08-07,Fully Paid,Backyard Barbeque,55.68,,2016-02-17,Restaurant
60613,60618,15-A00729,2015-08-07,Dismissed,Deliver My Grub,,,2016-01-06,Service
60074,60074,15-A00730,2015-07-27,Dismissed,La Fuente,,,2016-04-07,Restaurant
60656,60090,15-A00731,2015-08-10,Dismissed,Kimco,,,2015-12-02,Cleaning Services - Home & Office
61842,61822,15-A00732,2015-08-10,Dismissed,Marketview Carwash and Lube,,,2015-10-24,Car Wash
60050,60156,15-A00733,2015-08-10,Dismissed,Quickmart,,,2015-12-09,Grocery
60178,60112,15-A00734,2015-08-12,Dismissed,DC Trash of Illinois,,,2016-04-26,Service
60660,85004,15-A00736,2015-08-14,Dismissed,U-Haul Moving and Storage ,,,2016-03-17,Service
60511,,15-A00738,2015-08-14,Fully Paid,PowerMart,6013.13,,2017-01-26,"Food, Beverage & Tobacco"
60160,60126,15-A00739,2015-08-17,Dismissed,Mr G's ,,,2016-08-04,Restaurant
62274,62957,15-A00740,2015-08-17,Dismissed,Village of East Cape ,,,2016-05-25,Government
60628,60643,15-A00741,2015-09-18,Dismissed,George's Liquor,,,2016-05-25,"Food, Beverage & Tobacco"
60060,60618,15-A00742,2015-08-17,Dismissed,Chamberlain College of Nursing,,,2016-02-29,Education
60201,60139,15-A00743,2015-08-18,Dismissed,Clear View Cleaning,,,2016-05-19,Cleaning Services - Home & Office
60436,60534,15-A00744,2015-08-19,Dismissed,Expedited Inc,,,2015-10-30,Transportation
60471,60803,15-A00745,2015-08-21,Dismissed,"Doubek Managment, LTD",,,2016-08-01,Retail & Wholesale
60060,60089,15-A00747,2015-08-25,Dismissed,Schultes Precision Manufacturing,,,2016-01-27,Manufacturing
60429,60477,15-A00751,2015-10-14,Dismissed,Park Hills Car Wash Lube & Detail Center,,,2016-08-02,Car Wash
60629,60018,15-A00752,2015-10-07,Dismissed,FOUNTAIN BLUE BANQUET CONFERENCE,,,2016-03-04,
60089,60143,15-A00753,2015-10-08,Dismissed,WESTIN CHICAGO NW,,,2015-11-13,
60452,60487,15-A00754,2015-10-08,Dismissed,DUNKIN DONUTS NATHANI ELITE MGTM,,,2015-12-03,
60453,60491,15-A00755,2015-10-08,Dismissed,PRIMARY HEALTH ASSOCIATES,,,2016-01-11,
60637,60603,15-A00757,2015-10-14,Dismissed,SEVEN LIONS CHICAGO,0,,2016-08-04,Restaurant
60642,,15-A00758,2015-04-30,Dismissed,"Zips Car Wash Inc, ARRRP Trucking and Hauling, Inc ",0,,2015-10-24,Car Wash
60641,60188,15-A00760,2015-08-18,Dismissed,TCC Wireless dba T-Mobile,,,2016-05-03,Telecommunications
60622,60603,15-A00762,2015-08-04,Dismissed,La Cochon Volant,,,2016-09-26,Restaurant
61108,,15-A00763,2015-08-12,Dismissed,"Greenfire Market, LLC",,,,
